Account,PageNumber,Date,Detalhes,Debit,Credit,Balance
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,9,8 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,214.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,8 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,204.40
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,8 Feb 2025,www.aerlingus.com*Dublin,,34.94,169.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,8 Feb 2025,To pocket EUR Theo saves from EUR,,25.00,144.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,9 Feb 2025,Transfer from KARINE GATELLI D AGOSTINI,,40.00,184.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,9 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,179.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,9 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,174.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,9 Feb 2025,Transfer from Revolut user,,150.00,324.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,9 Feb 2025,To pocket EUR Theo saves from EUR,,180.00,144.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,10 Feb 2025,Transfer from Revolut user,,50.00,194.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,10 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,189.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,10 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,184.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,10 Feb 2025,Transfer from RAFAELA DAVILA RODRIGUES,,65.00,249.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,10 Feb 2025,To pocket EUR Theo saves from EUR,,100.00,149.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,144.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,Pocket Withdrawal,,35.00,179.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,Pocket Withdrawal,,25.00,204.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,4.50,199.96
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,2.50,197.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,Pocket Withdrawal,,30.00,227.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,Ryanair,,104.00,123.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,Aer Lingus,,40.00,83.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,11 Feb 2025,Pocket Withdrawal,,7.60,91.06
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,12 Feb 2025,Costa Coffee,,3.55,87.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,12 Feb 2025,Dunnes Stores,,28.52,58.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,10,12 Feb 2025,Irish National Lottery,,10.00,48.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,12 Feb 2025,Mbeauty,,48.75,0.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,12 Feb 2025,Pocket Withdrawal,,40.00,40.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,12 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,30.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,13 Feb 2025,Pocket Withdrawal,,10.00,40.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,13 Feb 2025,Savings Vault topup,,2.00,38.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,13 Feb 2025,Circle K Gas Station,,30.00,8.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,13 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,3.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,13 Feb 2025,Transfer from AMANDA ALESSANDRA LIMA BANFFY,,120.00,123.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,14 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,118.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,14 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,113.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,14 Feb 2025,Savings Vault topup,,2.00,111.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,14 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,8.40,102.84
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,15 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,97.84
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,15 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,92.84
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,15 Feb 2025,Savings Vault topup,,2.00,90.84
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,15 Feb 2025,Dunnes Stores,,47.16,43.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,16 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,38.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,16 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,33.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,16 Feb 2025,Savings Vault topup,,2.00,31.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,16 Feb 2025,Transfer from JULIANA CASSIA TAVARES DE SOUSA,,55.00,86.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,17 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,81.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,17 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,76.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,17 Feb 2025,Savings Vault topup,,2.00,74.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,17 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,64.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,11,17 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,54.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,17 Feb 2025,Circle K Gas Station,,30.00,24.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,18 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,19.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,18 Feb 2025,Gough Brothers,,1.00,18.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,18 Feb 2025,Circle K Gas Station,,14.00,4.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,18 Feb 2025,Pocket Withdrawal,,130.00,134.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,18 Feb 2025,To Ianara Fernandes,,130.00,4.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,18 Feb 2025,Cadden’s pharmacy,,3.00,1.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,18 Feb 2025,Payment from LARISSA SILVA TOSTI,,55.00,56.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,18 Feb 2025,Savings Vault topup,,2.00,54.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,49.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,44.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,Savings Vault topup,,2.00,42.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,Pocket Withdrawal,,40.00,82.68
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,4.50,78.18
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,68.18
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,Pocket Withdrawal,,30.00,98.18
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,Transfer from Luana Cano Pereira,,55.00,153.18
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,9.60,143.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,133.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,20 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,128.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,20 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,123.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,20 Feb 2025,Savings Vault topup,,2.00,121.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,20 Feb 2025,D Nail,,45.00,76.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,12,20 Feb 2025,Circle K Gas Station,,30.00,46.58
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,20 Feb 2025,Costa Coffee,,3.55,43.03
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,20 Feb 2025,Dunnes Stores,,24.04,18.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,21 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,13.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,21 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,8.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,21 Feb 2025,Savings Vault topup,,2.00,6.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,21 Feb 2025,Pocket Withdrawal,,35.00,41.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,21 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,7.50,34.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,22 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,29.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,22 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,24.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,22 Feb 2025,Transfer from TASSO TIRAPANI SILVA PINTO,,45.00,69.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,22 Feb 2025,Savings Vault topup,,2.00,67.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,22 Feb 2025,Cadden’s pharmacy,,21.25,46.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,22 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,41.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,22 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,4.50,36.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,23 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,31.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,23 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,26.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,23 Feb 2025,Savings Vault topup,,2.00,24.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,23 Feb 2025,Dunnes Stores,,5.55,19.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,23 Feb 2025,Boots,,1.50,17.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,23 Feb 2025,Pocket Withdrawal,,100.00,117.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,23 Feb 2025,To Ianara Fernandes,,100.00,17.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,24 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,12.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,24 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,7.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,24 Feb 2025,Savings Vault topup,,2.00,5.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,13,25 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,0.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,26 Feb 2025,Pocket Withdrawal,,30.00,30.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,26 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,25.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,26 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,20.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,26 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,15.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,26 Feb 2025,Payment from LARISSA SILVA TOSTI,,55.00,70.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,26 Feb 2025,Savings Vault topup,,2.00,68.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,27 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,63.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,27 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,58.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,27 Feb 2025,Savings Vault topup,,2.00,56.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,27 Feb 2025,Pocket Withdrawal,,10.00,66.69
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,27 Feb 2025,Circle K Gas Station,,13.50,53.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,28 Feb 2025,Pocket Withdrawal,,240.00,293.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,28 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,283.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,28 Feb 2025,Pocket Withdrawal,,10.00,293.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,28 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,288.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,28 Feb 2025,To pocket EUR Theo saves from EUR,,5.00,283.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,28 Feb 2025,Savings Vault topup,,2.00,281.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,1 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,276.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,1 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,271.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,1 Mar 2025,Transfer from JESSE' MORELATTO BENATO,,50.00,321.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,1 Mar 2025,Savings Vault topup,,2.00,319.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,1 Mar 2025,Circle K Gas Station,,20.00,299.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,1 Mar 2025,Motor Tax Online,,53.00,246.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,2 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,241.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,2 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,236.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,14,2 Mar 2025,Savings Vault topup,,2.00,234.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,3 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,229.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,3 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,224.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,3 Mar 2025,Savings Vault topup,,2.00,222.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,3 Mar 2025,Pocket Withdrawal,,15.00,237.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,4 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,232.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,4 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,227.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,4 Mar 2025,Savings Vault topup,,2.00,225.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,4 Mar 2025,Transfer from Revolut user,,50.00,275.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,4 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,6.70,268.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,5 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,263.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,5 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,258.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,5 Mar 2025,Savings Vault topup,,2.00,256.49
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,5 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,1.70,254.79
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,5 Mar 2025,Allianz,,210.33,44.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,6 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,39.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,6 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,34.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,6 Mar 2025,Savings Vault topup,,2.00,32.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,6 Mar 2025,Amazon,,10.83,21.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,7 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,16.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,7 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,11.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,7 Mar 2025,Savings Vault topup,,2.00,9.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,8 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,4.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,8 Mar 2025,Savings Vault topup,,2.00,2.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,9 Mar 2025,Savings Vault topup,,2.00,0.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,10 Mar 2025,Transfer from BIANCA DA SILVA MACHADO,,80.00,80.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,15,10 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,70.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,10 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,65.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,10 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,60.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,10 Mar 2025,Savings Vault topup,,2.00,58.63
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,10 Mar 2025,www.aerlingus.com*Dublin,,16.99,41.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,10 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,31.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,Pocket Withdrawal,,77.00,108.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,8.00,100.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,1.00,99.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,9.00,90.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,85.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,80.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,Savings Vault topup,,2.00,78.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,Dublin Airport,,10.00,68.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,Circle K Gas Station,,20.00,48.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,Pocket Withdrawal,,23.00,71.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,1.50,70.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,65.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,60.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,1.50,58.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.50,53.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,12 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,48.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,12 Mar 2025,To pocket EUR Theo saves from EUR,,5.00,43.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,12 Mar 2025,Savings Vault topup,,2.00,41.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,12 Mar 2025,Bolt,,3.50,37.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,12 Mar 2025,Phoenix Labs,,7.10,30.54
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,16,12 Mar 2025,Bolt,,4.45,26.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,17,12 Mar 2025,Bolt,,3.85,22.24
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,17,12 Mar 2025,Bolt,,3.85,18.39
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,17,12 Mar 2025,Coca-Cola,,2.20,16.19
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,17,12 Mar 2025,Coca-Cola,,2.90,13.29
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,17,12 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,8.50,4.79
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,17,13 Mar 2025,Retail inMotion,,3.15,1.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,17,14 Mar 2025,Pocket Withdrawal,,30.00,31.64
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,17,14 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,26.64
